is_wet_race,races,dnf_rate,podium_rate,avg_finish,avg_position_gain
False,1116,0.4114059853190288,0.12682100508187466,17.048522492000753,-5.914172783738001
True,9,0.14432989690721648,0.13917525773195877,12.721649484536082,-1.5257731958762886
